phrase_id,label,phrase,tokstem,class
64742,0.40278,Close enough in spirit to its freewheeling trashcinema roots,  close enough spirit freewheel trashcinema root,2
41092,0.43056000000000005,Ms sarcstica ,  Ms sarcstica,2
89693,0.41667,only partly,  partli,2
125577,0.72222,keeps this pretty watchable  and,  keep pretti watchabl,3
198048,0.5,evacuations,  evacu,2
19627,1.0,a wonderful film,  wonder film,4
236688,0.45833,the  Miami Vice  checklist of power boats  Latin music and dog tracks,  miami vice checklist power boat latin music dog track,2
127733,0.55556,mystic genres,  mystic genr,2
2197,0.72222,savor,  savor,3
89030,0.61111,of the human heart,  human heart,3
207191,0.5,not everyone,  everyon,2
40956,0.81944,I complain all the time about seeing the same ideas repeated in films over and over again  but The Bourne Identity proves that a fresh take is always possible,  complain time see idea repeat film bourn ident prove fresh take alway possibl,4
46552,0.22221999999999997,Predictable storyline and bythebook scripting,  predict storylin bythebook script,1
217963,0.5,twentysome,  twentysom,2
156142,0.25,chaotic nonsense,  chaotic nonsens,1
184959,0.68056,Intermezzo strain,  intermezzo strain,3
96121,0.47222,the menace,  menac,2
174750,0.5,the shrewd feminist fairy tale,  shrewd feminist fairi tale,2
2251,0.73611,several decent laughs,  sever decent laugh,3
162693,0.61111,is a well worn conceit,  well worn conceit,3
42075,0.59722,held the Enterprise crew,  held enterpris crew,2
236183,0.125,surrounding its ludicrous and contrived plot,  surround ludicr contriv plot,0
102222,0.56944, Benjamins,  benjamin,2
66720,0.48611000000000004,It irritates and saddens me that Martin Lawrence s latest vehicle can explode obnoxiously into    screens while something of Bubba HoTep s clearly evident quality may end up languishing on a shelf somewhere ,  irrit sadden martin lawrenc latest vehicl explod obnoxi screen someth bubba hotep clearli evid qualiti may end languish shelf somewher,2
14207,0.58333,Karmen moves like rhythm itself  her lips chanting to the beat  her long  braided hair doing little to wipe away the jeweled beads of sweat ,  karmen move like rhythm lip chant beat long braid hair littl wipe away jewel bead sweat,2
35458,0.5,of the four Harry Potter books,  four harri potter book,2
14340,0.40278,Not, ,2
168038,0.52778,on a True Story,  true stori,2
132408,0.55556,showdo nt  tell stance is admirable  but it can make him a problematic documentary subject ,  showdo nt tell stanc admir make problemat documentari subject,2
6787,0.51389,give a backbone,  give backbon,2
18004,0.59722,welcome return,  welcom return,2
179386,0.47222,ll just have your head in your hands wondering why Lee s character did nt just go to a bank manager and save everyone the misery ,  head hand wonder lee charact nt go bank manag save everyon miseri,2
17405,0.61111,terribly charismatic  qualities essential to both movie stars and social anarchists,  terribl charismat qualiti essenti movi star social anarchist,3
27660,0.59722,a massmarket entertainment but an uncompromising attempt by one artist to think about another,  massmarket entertain uncompromis attempt one artist think anoth,2
32428,0.54167,headlong thrust,  headlong thrust,2
85247,0.8472200000000001,its exquisite acting  inventive screenplay  mesmerizing music ,  exquisit act invent screenplay mesmer music,4
131693,0.44443999999999995,rush through the intermediary passages,  rush intermediari passag,2
46160,0.55556,Methodical  measured  and gently tedious in its comedy,  method measur gentli tediou comedi,2
130210,0.61111,piano,  piano,3
148670,0.48611000000000004,So earnest and wellmeaning  and so stocked with talent  that you almost forget the sheer  ponderous awfulness of its script ,  earnest wellmean stock talent almost forget sheer ponder aw script,2
150677,0.5,WWIIera,  wwiiera,2
7354,0.27778,if your taste runs to  difficult  films,  tast run difficult film,1
31387,0.44443999999999995,exposition,  exposit,2
197654,0.5,each others  affections,  other affect,2
184968,0.38889,Interview With the Assassin is structured less as a documentary and more as a found relic  and as such the film has a difficult time shaking its Blair Witch Project realtime roots ,  interview assassin structur less documentari found relic film difficult time shake blair witch project realtim root,1
171075,0.40278,silly  selfindulgent film,  silli selfindulg film,2
115417,0.33333,based on stock clichs,  base stock clich,1
185864,0.59722,Loosely speaking,  loos speak,2
18300,0.56944,s only because we would expect nothing less from this bunch,  would expect noth less bunch,2
195464,0.069444,cared much about any aspect of it  from its cheesy screenplay to the grayish quality of its lighting to its lastminute  haphazard theatrical release,  care much aspect cheesi screenplay grayish qualiti light lastminut haphazard theatric releas,0
30843,0.5,displaying,  display,2
168023,0.47222,omnipotent,  omnipot,2
153347,0.76389,an astonishing voice cast  excepting Love Hewitt   an interesting racial tension  and a storyline,  astonish voic cast except love hewitt interest racial tension storylin,3
28184,0.5,all  especially those who are nt aware of,  especi nt awar,2
198484,0.27778,falls flat as a spoof ,  fall flat spoof,1
34687,0.33333,moves quickly  adroitly  and without fuss  it does nt give you time to reflect on the inanity  and the Cold War datedness  of its premise,  move quickli adroitli without fuss nt give time reflect inan cold war dated premis,1
193463,0.54167,as he swaggers through his scenes,  swagger scene,2
86282,0.72222,look no further  because here it is ,  look,3
30740,0.73611,despite its repetitions and inconsistencies than do most films than,  despit repetit inconsist film,3
235762,0.5,since The Bad News Bears,  sinc bad new bear,2
96031,0.54167,the life experiences of a particular theatrical family,  life experi particular theatric famili,2
44374,0.38889,Again may not  strictly speaking  qualify as revolutionary ,  may strictli speak qualifi revolutionari,1
22330,0.55556,the pat notion that middleaged women just wanna have fun into a rousing treatise of sensual empowerment,  pat notion middleag women wan na fun rous treatis sensual empower,2
211442,0.5,shoots for,  shoot,2
171359,0.45833,smoothes over sources of conflict that could have lent the film a bit more depth,  smooth sourc conflict could lent film bit depth,2
231439,0.15278,has flopped as surely as a souffl gone wrong,  flop sure souffl gone wrong,0
115796,0.34722,begins to resemble the shapeless ,  begin resembl shapeless,1
183442,0.48611000000000004,Director George Hickenlooper has had some success with documentaries  but,  director georg hickenloop success documentari,2
215452,0.41667,the pubescent scandalous,  pubesc scandal,2
88056,0.16667,nothing original in the way of slapstick sequences,  noth origin way slapstick sequenc,0
79985,0.8333299999999999,fine  focused piece,  fine focus piec,4
159991,0.55556,get men,  get men,2
88081,0.5,numa triste constatao da realidade histrica,  numa trist constatao da realidad histrica,2
175347,0.5,this bit or,  bit,2
79765,0.75,feel the beat down to your toes,  feel beat toe,3
149075,0.5,The Blues Brothers,  blue brother,2
122806,0.44443999999999995,importa,  importa,2
231152,0.125,gets stupid and maudlin ,  get stupid maudlin,0
162513,0.31944,is  long  gone ,  long gone,1
137887,0.51389,to sustain interest to the end,  sustain interest end,2
213837,0.23611,that so much of the movie  again  as in The Animal  is a slapdash mess,  much movi anim slapdash mess,1
114341,0.58333,another fabuleux destin,  anoth fabuleux destin,2
13226,0.20833000000000002,wo nt make much of a splash when it s released  and will not be remembered long afterwards,  wo nt make much splash releas rememb long afterward,1
83796,0.8333299999999999,is a happy  heady jumble of thought and storytelling  an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film,  happi headi jumbl thought storytel insan comic undertak ultim coher sane breathtakingli creativ film,4
90304,0.30556,pill to swallow,  pill swallow,1
31809,0.34722,for the usual obvious laughs at the expense of cheaplooking monsters,  usual obviou laugh expens cheaplook monster,1
233989,0.55556,movie theatre,  movi theatr,2
33288,0.55556,is accessible,  access,2
179266,0.5, , ,2
101568,0.44443999999999995,s about time ,  time,2
90870,0.55556,pulling the rug from underneath us,  pull rug underneath us,2
97402,0.5,this film is not a love letter for the slain rappers  it s a taunt  a call for justice for two crimes from which many of us have not yet recovered ,  film love letter slain rapper taunt call justic two crime mani us yet recov,2
202934,0.44443999999999995,is for the most part a useless movie  even with a great director at the helm,  part useless movi even great director helm,2
168366,0.58333,organize it,  organ,2
140186,0.61111,with more heart ,  heart,3
170281,0.20833000000000002,sad and rote exercise,  sad rote exercis,1
184225,0.55556,Grant and Bullock s characters are made for each other ,  grant bullock charact made,2
80346,0.51389,for that reason,  reason,2
58151,0.5,the conflict,  conflict,2
95240,0.5,the breathtaking landscapes and villainous varmints there to distract you from the ricocheting,  breathtak landscap villain varmint distract ricochet,2
15217,0.5,be unaffected  Dramas,  unaffect drama,2
227168,0.54167,Will you go ape over this movie ,  go ape movi,2
149046,0.5,Texas,  texa,2
27129,0.79167,Vincent s odyssey resonates in a profound way  comparable to the classic films of Jean Renoir ,  vincent odyssey reson profound way compar classic film jean renoir,3
235836,0.61111,sneaks up on you,  sneak,3
64683,0.69444,Charming and,  charm,3
108301,0.27778,Parts of the film feel a bit too much like an infomercial for Ram Dass s latest book aimed at the boomer demographic  But,  part film feel bit much like infomerci ram dass latest book aim boomer demograph,1
8892,0.5,motion picture,  motion pictur,2
70489,0.5,Tsai s,  tsai,2
95655,0.61111,the film is every bit as fascinating as it is flawed ,  film everi bit fascin flaw,3
204680,0.52778,landbound,  landbound,2
78745,0.5,economic fringes,  econom fring,2
92173,0.5,seen ,  seen,2
101196,0.45833,you will ever see,  ever see,2
127089,0.47222,might want to catch Freaks as a matinee,  might want catch freak matine,2
207653,0.63889,of cinema s directorial giants,  cinema directori giant,3
12107,0.5,think,  think,2
166280,0.5,more than the art of the deal,  art deal,2
115530,0.13889,be lulled into a coma,  lull coma,0
130941,0.55556,quite far enough,  quit far enough,2
25322,0.625,Focus,  focu,3
147249,0.45833,Loud,  loud,2
26107,0.5,More than, ,2
78157,0.55556,direct connection,  direct connect,2
14021,0.5,Extreme Ops,  extrem op,2
191482,0.59722,a tearjerker that does nt and,  tearjerk nt,2
213014,0.75,suspense  surprise and,  suspens surpris,3
118922,0.5,eight stories,  eight stori,2
107860,0.36111,Mr  Soderbergh s direction and visual style struck me as unusually and unimpressively fussy and pretentious ,  Mr soderbergh direct visual style struck unusu unimpress fussi pretenti,1
89305,0.61111,often watchable  though goofy and lurid  blast,  often watchabl though goofi lurid blast,3
219032,0.55556,welltrod ground,  welltrod ground,2
11470,0.16667,the glacierpaced direction and the stereotypical characters,  glacierpac direct stereotyp charact,0
164489,0.66667,knows how to please a crowd  and that s about all it does well,  know pleas crowd well,3
12413,0.52778,to remember,  rememb,2
2626,0.65278,the horror fan who opts to overlook this goofily endearing and welllensed gorefest,  horror fan opt overlook goofili endear welllens gorefest,3
237307,0.51389,the urge,  urg,2
156410,0.5,closing credits roll,  close credit roll,2
118369,0.36111,disposable  kitchensink homage,  dispos kitchensink homag,1
131969,0.26389,seem like such a bore,  seem like bore,1
207380,0.41667,of  well  extreme stunt,  well extrem stunt,2
128132,0.55556,not to be especially grateful for freedom after a film like this,  especi grate freedom film like,2
16638,0.56944,nature against progress  In Fessenden s horror trilogy  this theme has proved important to him and is especially so in the finale,  natur progress fessenden horror trilog theme prove import especi final,2
102385,0.63889, and motorcycles,  motorcycl,3
3789,0.5,a filmmaking methodology,  filmmak methodolog,2
144742,0.18056,Deadeningly dull,  deadeningli dull,0
233284,0.23611,lacks in thematic coherence,  lack themat coher,1
72854,0.33333,a world of meaningless activity,  world meaningless activ,1
155234,0.45833,bigbudget brother,  bigbudget brother,2
16714,0.51389,of Johnson s eccentric career ,  johnson eccentr career,2
237876,0.86111,to make Enough into  an inspiring tale of survival wrapped in the heartpounding suspense of a stylish psychological thriller ,  make enough inspir tale surviv wrap heartpound suspens stylish psycholog thriller,4
37430,0.51389,subtlety,  subtleti,2
44197,0.65278,A pleasant enough romance,  pleasant enough romanc,3
171981,0.083333,sticks rigidly to the paradigm  rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived  wellworn situations ,  stick rigidli paradigm rare permit charact two obviou dimens repeatedli place contriv wellworn situat,0
2180,0.54167,room,  room,2
146046,0.23611,I do nt think I laughed out loud once  And when you re talking about a slapstick comedy  that s a pretty big problem ,  nt think laugh loud talk slapstick comedi pretti big problem,1
71854,0.48611000000000004,a journey back,  journey back,2
166635,0.43056000000000005,needs less of,  need less,2
239099,0.61111,you ll want things to work out,  want thing work,3
33521,0.47222,is the way it avoids the more serious emotions involved,  way avoid seriou emot involv,2
16178,0.5,intermittent,  intermitt,2
58800,0.58333,the unique relationship,  uniqu relationship,2
237790,0.86111,to do all three quite well  making it one of the year s most enjoyable releases,  three quit well make one year enjoy releas,4
63824,0.70833,An affectionately goofy satire that s unafraid to throw elbows when necessary,  affection goofi satir unafraid throw elbow necessari,3
203213,0.30556,is never any question of how things will turn out,  never question thing turn,1
206703,0.61111,much worth,  much worth,3
149745,0.20833000000000002,The plot is straight off the shelf  the performances are television  caliber and the message of providing solace through deception is a little creepy ,  plot straight shelf perform televis calib messag provid solac decept littl creepi,1
221013,0.16667,s too slowly paced to be a thriller,  slowli pace thriller,0
97916,0.70833,to be engaging,  engag,3
131507,0.5,reviewed,  review,2
164194,0.30556,itself is uninteresting ,  uninterest,1
147157,0.45833,Lifetimechannel kind,  lifetimechannel kind,2
238350,0.5,vs the big guys,  vs big guy,2
104754,0.66667,Birot s film apart from others in the genre is a greater attention to the parents  and particularly the fateful fathers  in the emotional evolution of the two bewitched adolescents,  birot film apart other genr greater attent parent particularli fate father emot evolut two bewitch adolesc,3
142872,0.5,, ,2
162852,0.69444,is creatively a great whale,  creativ great whale,3
175318,0.55556,thirtyfive minutes,  thirtyf minut,2
154554,0.26389,bad jokes  howling cliches,  bad joke howl clich,1
27881,0.73611,a surprisingly effective PeterSpiderMan,  surprisingli effect peterspiderman,3
165175,0.54167,long enough to intimidate  but,  long enough intimid,2
12051,0.5,the year,  year,2
33932,0.56944,keeps this slightly disappointing sequel going  with enough amusing banter  blessedly cursefree  to keep both kids and parents entertained,  keep slightli disappoint sequel go enough amus banter blessedli cursefre keep kid parent entertain,2
237783,0.5,to define his career with but Pinocchio,  defin career pinocchio,2
235399,0.055555999999999994,rotten in almost every single facet of production that you ll want to crawl up your own  in embarrassment ,  rotten almost everi singl facet product want crawl embarrass,0
171141,0.40278,singlemindedness,  singleminded,2
102539,0.61111, giggly little story,  giggli littl stori,3
129632,0.36111,only drama,  drama,1
119200,0.5,entertainment standards,  entertain standard,2
199901,0.25,gets way too mushy  and in a relatively short amount of time ,  get way mushi rel short amount time,1
7337,0.36111,if we put together a wry white man and a chatty black man and give them guns  the movie will be funny ,  put togeth wri white man chatti black man give gun movi funni,1
226134,0.5,The Movie could have been made  years ago  and parents  appreciation of it may depend on whether they consider that a good thing,  movi could made year ago parent appreci may depend whether consid good thing,2
171339,0.56944,smart but,  smart,2
187357,0.19444,Slow  silly and unintentionally,  slow silli unintent,0
130431,0.5,popcorn ,  popcorn,2
224694,0.43056000000000005,Made to be Jaglomized,  made jaglom,2
97274,0.65278,they find new routes through a familiar neighborhood,  find new rout familiar neighborhood,3
232095,0.61111,influenced by some of the filmmakers who have directed him  especially the Coen brothers and Steven Soderbergh,  influenc filmmak direct especi coen brother steven soderbergh,3
226008,0.47222,Sum  is Jack Ryan s  doover  ,  sum jack ryan doover,2
68908,0.51389,Sorcerer,  sorcer,2
86100,0.68056,like to be a New Yorker  or  really  to be a human being  in the weeks after ,  like new yorker realli human week,3
166227,0.43056000000000005,more selfabsorbed women than the mother and daughters featured in this film,  selfabsorb women mother daughter featur film,2
84781,0.027777999999999997,is trash,  trash,0
28221,0.5,allow,  allow,2
181650,0.25,A fake street drama that keeps telling you things instead of showing them ,  fake street drama keep tell thing instead show,1
156198,0.40278,chases for an hour and then gives us half an hour of car chases,  chase hour give us half hour car chase,2
140839,0.52778,young people trying to cope with the mysterious and brutal nature of adults,  young peopl tri cope mysteri brutal natur adult,2
91668,0.58333,richer than the ones,  richer one,2
65618,0.68056,Frailty  leaves us with the terrifying message that the real horror may be waiting for us at home,  frailti leav us terrifi messag real horror may wait us home,3
33419,0.68056,is nt a weak or careless performance,  nt weak careless perform,3
162352,0.31944,interrupted,  interrupt,1
12264,0.55556,thrills and,  thrill,2
18269,0.68056,s a humble effort  but spiced with wry humor and genuine pathos  especially between Morgan and Redgrave ,  humbl effort spice wri humor genuin patho especi morgan redgrav,3
151166,0.5,Zaidan,  zaidan,2
205790,0.22221999999999997,manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy ,  manag embodi worst excess nouvel vagu without sens fun energi,1
19503,0.63889,a glossy  glib charm,  glossi glib charm,3
118166,0.73611,devastated by war  famine and poverty and documented the cruelty and suffering he has found with an devastating  eloquent clarity,  devast war famin poverti document cruelti suffer found devast eloqu clariti,3
115005,0.77778,as pleasantly,  pleasantli,3
169787,0.30556,really unclear,  realli unclear,1
160096,0.5,given daytime soap,  given daytim soap,2
30947,0.58333,drama whose relentless gooddeedbaddeed reversals are just interesting enough to make a sinner,  drama whose relentless gooddeedbadde revers interest enough make sinner,2
199524,0.58333,from Alfred Hitchcock s imaginative flight,  alfr hitchcock imagin flight,2
224350,0.5,It looks good  Sonny  but you missed the point ,  look good sonni miss point,2
218311,0.44443999999999995,upheaval,  upheav,2
157317,0.61111,deserves credit for bringing audiences into this hard and bitter place,  deserv credit bring audienc hard bitter place,3
217793,0.33333,tries to force its quirkiness upon the audience ,  tri forc quirki upon audienc,1
148374,0.26389,Safe Conduct  however ambitious and wellintentioned  fails to hit the entertainment bull s  eye ,  safe conduct howev ambiti wellintent fail hit entertain bull eye,1
146899,0.5,John Leguizamo,  john leguizamo,2
20542,0.56944,few filmmakers will ,  filmmak,2
216708,0.5,ticket cost,  ticket cost,2
88420,0.61111,of animation enthusiasts of all ages,  anim enthusiast age,3
165880,0.5,metaphoric flags,  metaphor flag,2
130456,0.43056000000000005,posible,  posibl,2
236475,0.40278,that it can be made on the cheap,  made cheap,2
3622,0.48611000000000004,a calculating fiend or just,  calcul fiend,2
206383,0.63889,more eyecatching,  eyecatch,3
206676,0.73611,much more eyecatching than its blooddrenched Stephen Norringtondirected predecessor,  much eyecatch blooddrench stephen norringtondirect predecessor,3
208975,0.58333,own cracker barrel,  cracker barrel,2
51809,0.5,for reflection,  reflect,2
74769,0.55556,as solid,  solid,2
14231,0.59722,Light  cute and forgettable ,  light cute forgett,2
170002,0.47222,report that these ops are just not extreme enough,  report op extrem enough,2
56132,0.48611000000000004,power lies,  power lie,2
133680,0.72222,surprising highs ,  surpris high,3
75233,0.875,be captivated  as I was  by its moods  and by its subtly transformed star,  captiv mood subtli transform star,4
73573,0.77778,ambiguity to suggest possibilities which imbue the theme with added depth and resonance ,  ambigu suggest possibl imbu theme ad depth reson,3
8138,0.5,its second,  second,2
175010,0.51389,the way of story,  way stori,2
87981,0.5,northwest,  northwest,2
123085,0.31944,in search of a better movie experience,  search better movi experi,1
196826,0.27778,desiccated talent,  desicc talent,1
164040,0.72222,its good nature and,  good natur,3
219101,0.33333,what comes from taking John Carpenter s Ghosts of Mars and eliminating the beheadings,  come take john carpent ghost mar elimin behead,1
147926,0.38889,One problem with the movie ,  one problem movi,1
84823,0.70833,is widely seen and debated with appropriate ferocity and thoughtfulness,  wide seen debat appropri feroc thought,3
154026,0.47222,arthritic attempt,  arthrit attempt,2
168965,0.58333,pleasurable  Something,  pleasur someth,2
23128,0.68056,s fun,  fun,3
52279,0.66667,grimly competent and stolid and earnest,  grimli compet stolid earnest,3
205680,0.26389,make the film more silly than scary  like some sort of Martha Stewart decorating program run amok,  make film silli scari like sort martha stewart decor program run amok,1
88407,0.56944,of an architect of pop culture,  architect pop cultur,2
129720,0.65278,original cartoon,  origin cartoon,3
18368,0.72222, both in terms of style and ethnicity  prevents the proceedings from feeling repetitious  as does the appropriately brief minute running time,  term style ethnic prevent proceed feel repetiti appropri brief minut run time,3
136934,0.69444,this film  whose meaning and impact is sadly heightened by current world events,  film whose mean impact sadli heighten current world event,3
43400,0.56944, D  oes nt bother being as cloying or preachy as equivalent evangelical Christian movies  maybe the filmmakers know that the likely audience will already be among the faithful,  oe nt bother cloy preachi equival evangel christian movi mayb filmmak know like audienc alreadi among faith,2
227246,0.11110999999999999,Yes  dull ,  ye dull,0
49574,0.77778,beautifully acted,  beauti act,3
45695,0.59722,Is this love or,  love,2
32519,0.31944,his Parisian rebirth is stillborn,  parisian rebirth stillborn,1
51121,0.68056,eloquently,  eloqu,3
61289,0.63889,s surprisingly decent  particularly,  surprisingli decent particularli,3
28091,0.5,acting  costumes  music  cinematography and sound,  act costum music cinematographi sound,2
32772,0.36111,imperfect,  imperfect,1
1951,0.59722,on record about an aspiring writer s comingofage,  record aspir writer comingofag,2
51743,0.68056,flowering,  flower,3
106304,0.59722,Hong Kong action,  hong kong action,2
186143,0.5,Mitch Davis s,  mitch davi,2
1754,0.61111,more contemporary,  contemporari,3
88865,0.68056,of sanctimony  selfawareness  selfhatred and selfdetermination,  sanctimoni selfawar selfhatr selfdetermin,3
6908,0.5,gyllenhaal,  gyllenha,2
13025,0.36111,while focusing on the what much more than the why ,  focus much,1
164060,0.5,its influences,  influenc,2
75357,0.76389,beautiful  aching sadness,  beauti ach sad,3
128613,0.5,of detail,  detail,2
108824,0.56944,Sea swings,  sea swing,2
81093,0.5,gives a portrayal,  give portray,2
13696,0.77778,LRB Schweiger is RRB talented and terribly charismatic  qualities essential to both movie stars and social anarchists ,  lrb schweiger rrb talent terribl charismat qualiti essenti movi star social anarchist,3
4647,0.77778,an equally beautiful  selfsatisfied,  equal beauti selfsatisfi,3
3355,0.36111,s not much to hang a soap opera on,  much hang soap opera,1
136097,0.47222,the races and rackets change  but,  race racket chang,2
224560,0.5,Laissezpasser ,  laissezpass,2
228543,0.76389,an appealing couple  he s understated and sardonic,  appeal coupl underst sardon,3
55974,0.65278,peerelated sight gags that might even cause Tom Green a grimace  still  Myer s energy and the silliness of it all eventually prevail,  peerel sight gag might even caus tom green grimac still myer energi silli eventu prevail,3
225007,0.52778,Mr Zhang s,  Mr zhang,2
111560,0.56944,a bit more complex,  bit complex,2
110560,0.59722,This tale has been told and retold  the races and rackets change  but the song remains the same,  tale told retold race racket chang song remain,2
152051,0.41667,a midlevel sort,  midlevel sort,2
84658,0.51389,is stirring,  stir,2
