phrase_id,label,phrase,tokstem,class
64452,0.73611,Brash  intelligent and erotically perplexing  Haneke s portrait of an upper class Austrian society and the suppression of its tucked away demons,  brash intellig erot perplex hanek portrait upper class austrian societi suppress tuck away demon,3
203800,0.18056,it s so lackluster,  lacklust,0
8041,0.25,its elbows sticking out where the knees should be,  elbow stick knee,1
105499,0.31944,Does nt do more than expand a TV show to movie length  However,  nt expand TV show movi length howev,1
145271,0.55556,Famous  but with bears  and a G rating   with an excruciating dollop of Disney sentimentality mixed in for good measure,  famou bear G rate excruci dollop disney sentiment mix good measur,2
54053,0.5,just kind of,  kind,2
48183,0.52778,a mangalike heroine,  mangalik heroin,2
110382,0.625,There may have been a good film in  Trouble Every Day  ,  may good film troubl everi day,3
34204,0.40278,look like a  real Kaputschnik,  look like real kaputschnik,2
101253,0.5,your own skin,  skin,2
140271,0.54167,with the never flagging legal investigator David Presson,  never flag legal investig david presson,2
34903,0.5,newold,  newold,2
45497,0.73611,His healthy sense of satire is light and fun,  healthi sens satir light fun,3
53070,0.41667,inevitable American remake,  inevit american remak,2
75713,0.76389,bittersweet  uncommonly sincere movie that portrays the frank humanity of  emotional recovery,  bittersweet uncommonli sincer movi portray frank human emot recoveri,3
23965,0.63889, very much its own droll and delicate little film ,  much droll delic littl film,3
201694,0.43056000000000005,improperly hammy,  improperli hammi,2
118015,0.36111,delineate the cost of the inevitable conflicts between human urges and an institution concerned with selfpreservation,  delin cost inevit conflict human urg institut concern selfpreserv,1
76997,0.5,comic book,  comic book,2
208335,0.45833,old  familiar vaudeville partners,  old familiar vaudevil partner,2
7468,0.55556,in scope,  scope,2
150453,0.30556,Too many improbabilities and,  mani improb,1
111197,0.875,With an obvious rapport with her actors and a striking style behind the camera  Hlne Angel is definitely a director to watch ,  obviou rapport actor strike style behind camera hlne angel definit director watch,4
138993,0.41667,very interesting and odd that,  interest odd,2
163998,0.5,its britches,  britch,2
198167,0.43056000000000005,every bodily fluids gag in There s,  everi bodili fluid gag,2
63359,0.75,A sharp satire,  sharp satir,3
2111,0.63889,purpose,  purpos,3
121560,0.5,half as,  half,2
165718,0.625,mature and,  matur,3
115516,0.43056000000000005,be impossible to believe if it were nt true,  imposs believ nt true,2
37226,0.69444,spine tingle,  spine tingl,3
60520,0.63889,yet permits laughter,  yet permit laughter,3
148487,0.52778,Sensitive though not quite revelatory documentary ,  sensit though quit revelatori documentari,2
134540,0.5,that reveals its firsttime feature director,  reveal firsttim featur director,2
69783,0.72222,The offcenter humor is a constant  and the ensemble gives it a buoyant delivery ,  offcent humor constant ensembl give buoyant deliveri,3
64056,0.81944,Arnold  The Movie is clever  offbeat and even gritty enough to overcome my resistance,  arnold movi clever offbeat even gritti enough overcom resist,4
4392,0.5,adam sandler s,  adam sandler,2
173105,0.40278,that keeps things moving  while never quite managing to connect her wishfulfilling characters to the human race,  keep thing move never quit manag connect wishfulfil charact human race,2
41949,0.70833,following a feelgood formula,  follow feelgood formula,3
2501,0.625,that entertains even as it turns maddeningly predictable,  entertain even turn maddeningli predict,3
179054,0.5,you ll read anywhere,  read anywher,2
146375,0.48611000000000004,Is the time,  time,2
134009,0.18056,terrorist attacks,  terrorist attack,0
9444,0.72222,on a true and historically significant story,  true histor signific stori,3
58468,0.5,the majority,  major,2
145420,0.5,For all its surface frenzy,  surfac frenzi,2
172749,0.34722,than enchanting  terribly episodic and lacking the spark of imagination that might have made it an exhilarating,  enchant terribl episod lack spark imagin might made exhilar,1
226633,0.69444,This deeply spiritual film taps into the meaning and consolation in afterlife communications ,  deepli spiritu film tap mean consol afterlif commun,3
195512,0.5,castle,  castl,2
17328,0.5,still photographs,  still photograph,2
7779,0.80556,is smarter and subtler than  total recall and blade runner  ,  smarter subtler total recal blade runner,4
179167,0.375,you stripped away its inspirations there,  strip away inspir,1
188479,0.44443999999999995,The obligatory breakups,  obligatori breakup,2
170944,0.27778,should be sent to and buried on Pluto ,  sent buri pluto,1
71016,0.5,With wit and empathy to spare  waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters  striving solipsism ,  wit empathi spare waydowntown acknowledg silent scream workaday inertia stop short indulg charact strive solips,2
124518,0.47222,is so contrived  nonsensical and formulaic that  come to think of it  the dayold shelf would be a more appropriate location to store it ,  contriv nonsens formula come think dayold shelf would appropri locat store,2
211407,0.55556,shecute baggage,  shecut baggag,2
76824,0.48611000000000004,climactic hourlong cricket match,  climact hourlong cricket match,2
88488,0.55556,of comedy and melodrama,  comedi melodrama,2
157767,0.27778,does nt have enough innovation or pizazz to attract teenagers,  nt enough innov pizazz attract teenag,1
221860,0.29167, or  minutes could be cut and no one would notice ,  minut could cut one would notic,1
132058,0.625,selfconsciously poetic,  selfconsci poetic,3
134294,0.63889,that does nt bring you into the characters so much as it has you study them,  nt bring charact much studi,3
152004,0.31944,a lot of the crap,  lot crap,1
13870,0.5,Asian cinema,  asian cinema,2
167918,0.5,of writerdirector Roger Avary,  writerdirector roger avari,2
119129,0.76389,enjoyable above average summer diversion,  enjoy averag summer divers,3
239215,0.5,your lover when you wake up in the morning,  lover wake morn,2
188978,0.16667,This is a fragmented film  once a good idea that was followed by the bad idea to turn it into a movie ,  fragment film good idea follow bad idea turn movi,0
135653,0.75,the lightfooted enchantment the material needs,  lightfoot enchant materi need,3
136785,0.5,they d earn,  earn,2
143853,0.48611000000000004,Apart from dazzling cinematography  we ve seen just about everything in Blue Crush in one form or the other ,  apart dazzl cinematographi seen everyth blue crush one form,2
211256,0.54167,serious ideas  But seriously,  seriou idea serious,2
120425,0.5,for instance,  instanc,2
33991,0.63889,laugh along with them,  laugh along,3
136676,0.80556,their mentally  superior,  mental superior,4
110076,0.44443999999999995,The philosophical musings of the dialogue jar,  philosoph muse dialogu jar,2
62191,0.80556, sad without being shrill   A Walk to Remember  succeeds through sincerity ,  sad without shrill walk rememb succe sincer,4
222961,0.56944,City by the Sea is the cinematic equivalent of defensive driving  It s careful  conscientious and makes no major mistakes,  citi sea cinemat equival defens drive care conscienti make major mistak,2
95133,0.5,the artist s,  artist,2
81663,0.72222,has at last decisively broken with her Friends image in an independent film of satiric fire and emotional turmoil ,  last decis broken friend imag independ film satir fire emot turmoil,3
230938,0.44443999999999995,for that  why not watch a documentary ,  watch documentari,2
115629,0.51389,beallendall,  beallendal,2
131746,0.77778,satisfying destination,  satisfi destin,3
31600,0.5,figure,  figur,2
139876,0.29167,will be lulled into a coma,  lull coma,1
185284,0.375,It has become apparent that the franchise s best years are long past ,  becom appar franchis best year long past,1
127696,0.58333,muster a lot of emotional resonance in the cold vacuum of space,  muster lot emot reson cold vacuum space,2
49,0.29167,s not very interesting,  interest,1
214806,0.58333,the humanizing stuff,  human stuff,2
189266,0.5,Trey Parker,  trey parker,2
81916,0.875,have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film,  receiv sophist unsentiment treatment big screen marvel film,4
97073,0.93056,the year with its exquisite acting  inventive screenplay  mesmerizing music  and many inimitable scenes,  year exquisit act invent screenplay mesmer music mani inimit scene,4
108325,0.52778,Patricio,  patricio,2
25265,0.5,Evokes a little,  evok littl,2
170890,0.20833000000000002,shoot on grungy video  giving the whole thing a dirty  tasteless feel,  shoot grungi video give whole thing dirti tasteless feel,1
36863,0.5,shake from your conscience when night falls,  shake conscienc night fall,2
99396,0.51389,video director,  video director,2
13682,0.5, and it s not intended to ,  intend,2
146966,0.16667,Just one bad idea,  one bad idea,0
107515,0.59722,Look at this ,  look,2
135030,0.45833,the cold vacuum of space,  cold vacuum space,2
61541,0.48611000000000004, not to mention gently political  meditation,  mention gentli polit medit,2
92163,0.59722,seems to be about everything that s plaguing the human spirit in a relentlessly globalizing world ,  seem everyth plagu human spirit relentlessli global world,2
139152,0.5,walks with a slow  deliberate gait ,  walk slow deliber gait,2
119595,0.5,extracting,  extract,2
17656,0.48611000000000004,the snow games and lovable Siberian huskies LRB plus one sheep dog RRB,  snow game lovabl siberian huski lrb plu one sheep dog rrb,2
58372,0.59722,the heart belongs to a big,  heart belong big,2
3400,0.65278, haynes   homage to such films as  all that heaven allows  and  imitation of life  transcends them  simply put   far from heaven ,  hayn homag film heaven allow imit life transcend simpli put far heaven,3
94260,0.29167,teenpop exploitation,  teenpop exploit,1
73240,0.56944,adolescent anomie and heartbreak,  adolesc anomi heartbreak,2
45443,0.5,Harvey,  harvey,2
58128,0.625,the cinematic equivalent of a legal indictment  and a fairly effective one at that,  cinemat equival legal indict fairli effect one,3
89890,0.44443999999999995,over a man,  man,2
29663,0.55556,boldness and quiet irony,  bold quiet ironi,2
194072,0.52778,be all too familiar for anyone who s seen George Roy Hill s  film   The Sting,  familiar anyon seen georg roy hill film sting,2
157368,0.59722,development and coherence,  develop coher,2
54800,0.58333,moral tale,  moral tale,2
223770,0.16667,I can tell you that there s no other reason why anyone should bother remembering it ,  tell reason anyon bother rememb,0
188753,0.38889,The troubling thing about Clockstoppers,  troubl thing clockstopp,1
65027,0.52778,Despite its oldhat setup and predictable plot,  despit oldhat setup predict plot,2
150207,0.27778,This illfitting Tuxedo,  illfit tuxedo,1
117127,0.5,cocoon,  cocoon,2
160417,0.73611,guilty pleasures,  guilti pleasur,3
170153,0.23611,rips off The Sixth Sense,  rip sixth sens,1
120231,0.61111,flattering spotlight,  flatter spotlight,3
86202,0.38889,living mug shots,  live mug shot,1
166197,0.56944,more jokes land,  joke land,2
225529,0.29167,Pumpkin means to be an outrageous dark satire on fraternity life  but its ambitions far exceed the abilities of writer Adam Larson Broder and his codirector  Tony R Abrams  in their feature debut ,  pumpkin mean outrag dark satir fratern life ambit far exceed abil writer adam larson broder codirector toni R abram featur debut,1
108127,0.61111,Oh  James ,  Oh jame,3
206277,0.5,modern L  A,  modern L,2
173394,0.5,the Moore Farm,  moor farm,2
178741,0.34722,wo nt join the pantheon of great monsterscience fiction flicks that we have come to love ,  wo nt join pantheon great monstersci fiction flick come love,1
49253,0.66667,as a touching  transcendent love story,  touch transcend love stori,3
74849,0.77778,as you would expect from the directors of The Little Mermaid and Aladdin,  would expect director littl mermaid aladdin,3
194992,0.5,build up,  build,2
45839,0.45833,It will not appeal to the impatient  but,  appeal impati,2
112337,0.66667,a more ambitious movie,  ambiti movi,3
82267,0.5,his homework,  homework,2
183589,0.22221999999999997,Dull  a roadtrip movie that s surprisingly short of both adventure and song,  dull roadtrip movi surprisingli short adventur song,1
170234,0.34722,run out of gas,  run ga,1
220941,0.70833,s perfect,  perfect,3
155391,0.22221999999999997,boring  wincingly cute and,  bore wincingli cute,1
4341,0.51389,about a young woman s face,  young woman face,2
231133,0.36111,get popcorn whenever he s not onscreen,  get popcorn whenev onscreen,1
147034,0.5,Knees,  knee,2
129071,0.94444,of the most original American productions this year,  origin american product year,4
112531,0.33333,a problem Hollywood too long has ignored,  problem hollywood long ignor,1
7555,0.80556,inspiring  ironic ,  inspir iron,4
88562,0.5,of exotic locales,  exot local,2
3301,0.5,re up, ,2
114482,0.055555999999999994,appalling  shamelessly manipulative and contrived  and totally lacking,  appal shamelessli manipul contriv total lack,0
138966,0.8333299999999999,very compelling  sensitive ,  compel sensit,4
236957,0.55556,the glory days of Weekend and,  glori day weekend,2
194162,0.625,be lured in by Julia Roberts,  lure julia robert,3
71484,0.68056,a crowdpleaser,  crowdpleas,3
1767,0.625,most importantly,  importantli,3
113632,0.70833,all the blanket statements and dimestore ruminations,  blanket statement dimestor rumin,3
39808,0.875,visually striking,  visual strike,4
163446,0.65278,is the best description of this wellmeaning  beautifully produced film that sacrifices its promise for a highpowered star pedigree,  best descript wellmean beauti produc film sacrific promis highpow star pedigre,3
21888,0.54167,romantic comedies,  romant comedi,2
220506,0.54167, is nt the most edgy piece of Disney animation to hit the silver screen,  nt edgi piec disney anim hit silver screen,2
223938,0.59722,If you re a WWF fan  or you related to the people who watched the robots getting butchered in AI  you ll probably like Rollerball ,  wwf fan relat peopl watch robot get butcher AI probabl like rollerbal,2
142312,0.43056000000000005, it remains inextricably stuck in an emotionally unavailable rut ,  remain inextric stuck emot unavail rut,2
141329,0.22221999999999997,s frustrating to see these guys  who are obviously pretty clever  waste their talent on parodies of things they probably thought were funniest when they were high ,  frustrat see guy obvious pretti clever wast talent parodi thing probabl thought funniest high,1
220574,0.47222,ll enjoy at least the  real  portions of the film,  enjoy least real portion film,2
1307,0.38889,inanities,  inan,1
193461,0.5,as he does, ,2
223634,0.5,Here s my advice  Kev ,  advic kev,2
212573,0.36111,still eludes Madonna and  playing a charmless witch,  still elud madonna play charmless witch,1
60269,0.75,willing to have fun with it,  will fun,3
120474,0.31944,for purposes of bland Hollywood romance,  purpos bland hollywood romanc,1
234494,0.75,of serious subject matter and dark  funny humor,  seriou subject matter dark funni humor,3
202758,0.34722,is as conventional as can be,  convent,1
190872,0.75,a lot of flavor and spice,  lot flavor spice,3
4281,0.45833,a victim of none  i can testify to the comparative accuracy of ms ,  victim none testifi compar accuraci ms,2
199889,0.40278,gets shut out of the hug cycle,  get shut hug cycl,2
134399,0.66667,that it s almost worth seeing  if only to witness the crazy confluence of purpose and taste,  almost worth see wit crazi confluenc purpos tast,3
89740,0.45833,or cautionary tale,  cautionari tale,2
220860,0.20833000000000002,s kind of insulting  both to men and women,  kind insult men women,1
211417,0.375,shifting in your chair too often,  shift chair often,1
177600,0.5,wanted to build  to victims whose voices have never gained the ears of the world,  want build victim whose voic never gain ear world,2
43214,0.61111,s back in form ,  back form,3
218651,0.18056,want my money back,  want money back,0
132476,0.44443999999999995,silliness and a little bloodshed,  silli littl bloodsh,2
145097,0.59722,Enough similarities to Gymkata and Howie Long,  enough similar gymkata howi long,2
149781,0.65278,The production values are up there  The use of CGI,  product valu use cgi,3
23224,0.5, Fessenden ,  fessenden,2
18445,0.68056, one that grows in power in retrospect ,  one grow power retrospect,3
92002,0.69444,score points for political correctness,  score point polit correct,3
186777,0.18056,Pretend like your SAT scores are below ,  pretend like sat score,0
44445,0.5,Americans  and,  american,2
38990,0.59722,this timely scifi mystery,  time scifi mysteri,2
131334,0.27778,reminds at every turn of Elizabeth Berkley s flopping dolphingasm,  remind everi turn elizabeth berkley flop dolphingasm,1
136094,0.5,the races and rackets,  race racket,2
111577,0.5,a boost,  boost,2
145702,0.375,Hardly makes the kind of points Egoyan wanted to make,  hardli make kind point egoyan want make,1
125876,0.79167,leaves little doubt that Kidman has become one of our best actors ,  leav littl doubt kidman becom one best actor,3
97126,0.38889,their lamentations are pretty much selfcentered,  lament pretti much selfcent,1
150246,0.55556,This is really just another genre picture ,  realli anoth genr pictur,2
86155,0.55556,little bit,  littl bit,2
60007,0.58333,welcome or accept,  welcom accept,2
43896,0.55556,yearold Robert MacNaughton  yearold Drew Barrymore,  yearold robert macnaughton yearold drew barrymor,2
219218,0.26389,where the only belly laughs come from the selection of outtakes tacked onto the end credits,  belli laugh come select outtak tack onto end credit,1
139677,0.73611,while clearly a manipulative film  emerges as powerful rather than cloying,  clearli manipul film emerg power rather cloy,3
84454,0.61111,is needed to live a rich and full life ,  need live rich full life,3
190406,0.40278,a crowdpleaser  but then  so was the Roman Colosseum ,  crowdpleas roman colosseum,2
228397,0.5,after  minutes of playing opposite each other,  minut play opposit,2
42610,0.72222,sensitive and,  sensit,3
202100,0.47222,in vain,  vain,2
47021,0.61111,The far future may be awesome to consider  but,  far futur may awesom consid,3
125180,0.70833,its audience giddy,  audienc giddi,3
82437,0.58333,hopeful or,  hope,2
229486,0.31944,bugeye theatre and deadeye,  bugey theatr deadey,1
188488,0.27778,The only fun part of the movie is playing the obvious game,  fun part movi play obviou game,1
207296,0.31944,numbing  Proof of this is Ballistic  Ecks vs  Sever,  numb proof ballist eck vs sever,1
234842,0.5,own Hamlet,  hamlet,2
87256,0.55556,more effective,  effect,2
163396,0.44443999999999995,is strictly sitcom,  strictli sitcom,2
67248,0.58333,Like a child with an important message to tell   Skins   faults are easy to forgive because the intentions are lofty,  like child import messag tell skin fault easi forgiv intent lofti,2
180413,0.29167, JeongHyang Lee s film is just as likely to blacken that organ with cold vengefulness ,  jeonghyang lee film like blacken organ cold veng,1
238077,0.33333,toofrosty exterior,  toofrosti exterior,1
130983,0.59722,rampantly,  rampantli,2
177802,0.55556,we need doomsday thrillers,  need doomsday thriller,2
63531,0.66667,A truly wonderful tale,  truli wonder tale,3
30258,0.61111,come to looking through a photographer s viewfinder as he works,  come look photograph viewfind work,3
181600,0.15278,A depressingly retrograde,  depressingli retrograd,0
55940,0.34722,pass up,  pass,1
78077,0.5,determined woman s,  determin woman,2
100282,0.59722,will marvel at the sometimes murky  always brooding look of I Am Trying to Break Your Heart,  marvel sometim murki alway brood look tri break heart,2
61773,0.58333, another new film emerges with yet another remarkable yet shockingly littleknown perspective ,  anoth new film emerg yet anoth remark yet shockingli littleknown perspect,2
39286,0.70833,to shake from your conscience when night falls,  shake conscienc night fall,3
117787,0.33333,curiously  he waters it down  turning grit and vulnerability into light reading,  curious water turn grit vulner light read,1
11828,0.68056,the right bmovie,  right bmovi,3
111922,0.65278,a film to be taken literally on any level,  film taken liter level,3
237956,0.45833,to slip into hokum,  slip hokum,2
200108,0.63889,good films,  good film,3
155301,0.47222,blithely,  blith,2
40709,0.9722200000000001,A splendid entertainment ,  splendid entertain,4
8288,0.30556,keep the plates spinning as best he can  but all the bouncing back and forth ca nt help but become a bit tedious  even with the breathtaking landscapes and villainous varmints there to distract you from the ricocheting,  keep plate spin best bounc back forth ca nt help becom bit tediou even breathtak landscap villain varmint distract ricochet,1
102309,0.26389, Nicholas Nickleby is too much like a fragment of an underdone potato ,  nichola nicklebi much like fragment underdon potato,1
48745,0.29167,alienation  separation and loss,  alien separ loss,1
192022,0.26389,advised to take the warning literally  and log on to something more userfriendly,  advis take warn liter log someth userfriendli,1
68009,0.88889,One of the funniest motion pictures of the year  but  also one of the most curiously depressing,  one funniest motion pictur year also one curious depress,4
117481,0.5,continuao,  continuao,2
70095,0.79167,There s nothing more satisfying during a summer of event movies than a spy thriller like The Bourne Identity that s packed with just as much intelligence as action ,  noth satisfi summer event movi spi thriller like bourn ident pack much intellig action,3
18452,0.76389, reflective and reasonable,  reflect reason,3
210771,0.43056000000000005,sap,  sap,2
212441,0.86111,staggeringly wellproduced,  staggeringli wellproduc,4
178573,0.5,with footage,  footag,2
236037,0.11110999999999999,stay away ,  stay away,0
1438,0.54167,it s hard to resist his pleas to spare wildlife and respect their environs,  hard resist plea spare wildlif respect environ,2
189231,0.52778,Too bad writerdirector Adam Rifkin,  bad writerdirector adam rifkin,2
58381,0.5,the high infidelity of Unfaithful,  high infidel unfaith,2
18436,0.5, making his other movies somehow,  make movi somehow,2
154693,0.29167,be better off investing in the worthy EMI recording that serves as the soundtrack  or the home video of the  MalfitanoDomingo production,  better invest worthi emi record serv soundtrack home video malfitanodomingo product,1
115560,0.625,be relieved that his latest feature  R Xmas  marks a modest if encouraging return to form,  reliev latest featur R xma mark modest encourag return form,3
8077,0.51389,its moments,  moment,2
116023,0.31944,bland  surfacey,  bland surfacey,1
158399,0.5,etc ,  etc,2
35815,0.5,our skin,  skin,2
206788,0.5,named Dirty Dick,  name dirti dick,2
71822,0.70833,a hilarious Kenneth Branagh ,  hilari kenneth branagh,3
970,0.5,felt,  felt,2
114028,0.54167,an excellent choice for the walledoff but combustible hustler,  excel choic walledoff combust hustler,2
171814,0.27778,spliced random moments of a Chris Rock routine into what is otherwise a clicheriddled but selfserious spy thriller,  splice random moment chri rock routin otherwis clicheriddl selfseri spi thriller,1
3691,0.79167,a competent  unpretentious entertainment,  compet unpretenti entertain,3
7489,0.47222,in the long line of films this year about,  long line film year,2
151502,0.27778,a clunker as he delivers a long  lowheat chase  interrupted by a middling car chase,  clunker deliv long lowheat chase interrupt middl car chase,1
174676,0.38889,the same damn moldy values,  damn moldi valu,1
227996,0.58333,a lot of bullets,  lot bullet,2
79829,0.47222,few dynamic decades,  dynam decad,2
221391,0.40278, is robbed and replaced with a persecuted  other,  rob replac persecut,2
186035,0.5,Matrix ,  matrix,2
1944,0.51389,on its own, ,2
180840,0.52778, no one gets shut out of the hug cycle ,  one get shut hug cycl,2
174047,0.34722,the grade as tawdry trash,  grade tawdri trash,1
65671,0.58333,Friends image,  friend imag,2
228789,0.65278,are fantasti,  fantasti,3
24830,0.625,Biggie and Tupac is so singlemindedly daring,  biggi tupac singlemindedli dare,3
19063,0.25,Mama takes a bit too long to find its rhythm and a thirdact plot development is somewhat melodramatic,  mama take bit long find rhythm thirdact plot develop somewhat melodramat,1
199247,0.48611000000000004,for its climactic setpiece,  climact setpiec,2
106017,0.5,Godfrey Reggio s,  godfrey reggio,2
237579,0.5,this story and the  musical,  stori music,2
175784,0.16667,tiring in no time at all,  tire time,0
160225,0.45833,going to depart,  go depart,2
185789,0.65278,Like most of Jaglom s films  some of it is honestly affecting ,  like jaglom film honestli affect,3
175900,0.56944,to be a comedy and,  comedi,2
220689,0.44443999999999995,s a featurelength adaptation of one of those ,  featurelength adapt one,2
220691,0.38889,s a featurelength adaptation of one of those  Can This Marriage Be Saved ,  featurelength adapt one marriag save,1
25933,0.79167,Lawrence bounces  all over the stage  dancing  running  sweating  mopping his face and generally displaying the wacky talent that brought him fame in the first place ,  lawrenc bounc stage danc run sweat mop face gener display wacki talent brought fame first place,3
56054,0.63889,playfulness and,  play,3
39473,0.88889,true story  and you re likely to have one helluva time at the movies,  true stori like one helluva time movi,4
101417,0.88889,m giving it a strong thumbs up,  give strong thumb,4
177182,0.23611,unfortunate for the viewer,  unfortun viewer,1
17377,0.58333,take a vicarious voyage to the last frontier,  take vicari voyag last frontier,2
160116,0.20833000000000002,gives poor Dana Carvey nothing to do that is really funny,  give poor dana carvey noth realli funni,1
92215,0.63889,sees it as a chance to revitalize what is and always has been remarkable about clungto traditions,  see chanc revit alway remark clungto tradit,3
215300,0.5,the overall impact of the film,  overal impact film,2
180839,0.19444, no one can hear you snore,  one hear snore,0
101991,0.69444,s well worth a rental,  well worth rental,3
186141,0.5,Miramax s deep shelves,  miramax deep shelv,2
161958,0.38889,in search of a movie  how to get Carvey into as many silly costumes and deliver as many silly voices,  search movi get carvey mani silli costum deliv mani silli voic,1
208165,0.23611,of the worst sin of attributable to a movie like this,  worst sin attribut movi like,1
176222,0.29167,to keep from laughing at the ridiculous dialog or the ohso convenient plot twists,  keep laugh ridicul dialog ohso conveni plot twist,1
10360,0.44443999999999995,selfpromotion ends,  selfpromot end,2
35009,0.40278,notches,  notch,2
232213,0.80556,is  however  a completely honest  openhearted film that should appeal to anyone willing to succumb to it ,  howev complet honest openheart film appeal anyon will succumb,4
40117,0.40278,will fly right over everyone s head,  fli right everyon head,2
201901,0.5,in impossibly contrived situations,  imposs contriv situat,2
19886,0.77778,and strangely soulful movie,  strang soul movi,3
39390,0.45833,too stylized by half,  styliz half,2
131336,0.47222,reminds us that beneath the hype  the celebrity  the high life  the conspiracies and the mystery there were once a couple of bright young men  promising  talented  charismatic and tragically doomed ,  remind us beneath hype celebr high life conspiraci mysteri coupl bright young men promis talent charismat tragic doom,2
120278,0.48611000000000004,fluffy,  fluffi,2
221245,0.34722,  dead circus performer  funny,  dead circu perform funni,1
120452,0.58333,for monsters to blame for all that,  monster blame,2
136627,0.625,the worthy successor to A Better Tomorrow and,  worthi successor better tomorrow,3
150214,0.52778,This is a good movie in spurts  but when it does nt work  it s at important times ,  good movi spurt nt work import time,2
70175,0.58333,This big screen caper has a good bark  far from being a bowwow ,  big screen caper good bark far bowwow,2
2334,0.38889,so mired in juvenile and nearxenophobic pedagogy,  mire juvenil nearxenophob pedagogi,1
87481,0.81944,most substantial feature for some time,  substanti featur time,4
185005,0.30556,It s a big idea  but the film itself is small and shriveled,  big idea film small shrivel,1
35292,0.66667,of intricate elegance,  intric eleg,3
80901,0.72222,gentle  lapping,  gentl lap,3
4188,0.51389,a taste,  tast,2
107382,0.61111,Lane and,  lane,3
25087,0.16667,Dead,  dead,0
131752,0.38889,savagely,  savag,1
103773,0.8333299999999999,A perfectly competent and often imaginative film,  perfectli compet often imagin film,4
8866,0.5,more recreations,  recreat,2
231418,0.55556,has become so buzzobsessed that fans and producers descend upon Utah each January to ferret out The Next Great Thing ,  becom buzzobsess fan produc descend upon utah januari ferret next great thing,2
42078,0.5,helps ,  help,2
218182,0.5,unfortunate trump card being the dreary midsection of the film,  unfortun trump card dreari midsect film,2
34643,0.27778,most impossibly dry account,  imposs dri account,1
185427,0.72222,Jampacked,  jampack,3
148740,0.47222,Some of it is clever  but it is never melodic  ,  clever never melod,2
130507,0.8472200000000001,powerful  naturally dramatic piece,  power natur dramat piec,4
16878,0.59722,our attention like a magnet,  attent like magnet,2
138539,0.26389,unanswered questions that it requires gargantuan leaps of faith just to watch it,  unansw question requir gargantuan leap faith watch,1
203230,0.58333,is no doubt true ,  doubt true,2
112510,0.44443999999999995,a precious and finely cut diamond,  preciou fine cut diamond,2
26137,0.66667,My Lips is an original ,  lip origin,3
62345,0.68056, this is grandscale moviemaking for a largerthanlife figure  an artist who has been awarded mythic status in contemporary culture ,  grandscal moviemak largerthanlif figur artist award mythic statu contemporari cultur,3
237276,0.52778,the toofrosty exterior Ms Paltrow employs to authenticate her British persona,  toofrosti exterior Ms paltrow employ authent british persona,2
169301,0.5,private schools,  privat school,2
155515,0.5,britches,  britch,2
